session_id	original_session_id
ses-e13+26m1+211019	ses-e13_26m1_211019
ses-e13+26m1+211019+raw	ses-e13_26m1_211019_raw
ses-e13+26m1+211116	ses-e13_26m1_211116
ses-e13+26m1+211116+raw	ses-e13_26m1_211116_raw
ses-e13+26m1+211119	ses-e13_26m1_211119
ses-e13+26m1+211124	ses-e13_26m1_211124
ses-e13+26m1+211124+raw	ses-e13_26m1_211124_raw
