name	electrode_name	type	units	sampling_frequency	stream_id	gain
ch33grp0	e033	n/a	V	30000.0	ElectricalSeriesLFP	3.0517578125e-13
ch34grp0	e034	n/a	V	30000.0	ElectricalSeriesLFP	3.0517578125e-13
ch35grp0	e035	n/a	V	30000.0	ElectricalSeriesLFP	3.0517578125e-13
ch36grp0	e036	n/a	V	30000.0	ElectricalSeriesLFP	3.0517578125e-13
ch37grp1	e037	n/a	V	30000.0	ElectricalSeriesLFP	3.0517578125e-13
ch38grp1	e038	n/a	V	30000.0	ElectricalSeriesLFP	3.0517578125e-13
ch39grp1	e039	n/a	V	30000.0	ElectricalSeriesLFP	3.0517578125e-13
ch40grp1	e040	n/a	V	30000.0	ElectricalSeriesLFP	3.0517578125e-13
ch41grp1	e041	n/a	V	30000.0	ElectricalSeriesLFP	3.0517578125e-13
ch42grp1	e042	n/a	V	30000.0	ElectricalSeriesLFP	3.0517578125e-13
ch43grp1	e043	n/a	V	30000.0	ElectricalSeriesLFP	3.0517578125e-13
ch44grp0	e044	n/a	V	30000.0	ElectricalSeriesLFP	3.0517578125e-13
ch45grp0	e045	n/a	V	30000.0	ElectricalSeriesLFP	3.0517578125e-13
ch46grp0	e046	n/a	V	30000.0	ElectricalSeriesLFP	3.0517578125e-13
ch47grp0	e047	n/a	V	30000.0	ElectricalSeriesLFP	3.0517578125e-13
ch48grp1	e048	n/a	V	30000.0	ElectricalSeriesLFP	3.0517578125e-13
ch49grp1	e049	n/a	V	30000.0	ElectricalSeriesLFP	3.0517578125e-13
ch50grp1	e050	n/a	V	30000.0	ElectricalSeriesLFP	3.0517578125e-13
ch51grp1	e051	n/a	V	30000.0	ElectricalSeriesLFP	3.0517578125e-13
ch52grp1	e052	n/a	V	30000.0	ElectricalSeriesLFP	3.0517578125e-13
ch53grp1	e053	n/a	V	30000.0	ElectricalSeriesLFP	3.0517578125e-13
ch54grp1	e054	n/a	V	30000.0	ElectricalSeriesLFP	3.0517578125e-13
ch55grp1	e055	n/a	V	30000.0	ElectricalSeriesLFP	3.0517578125e-13
ch56grp0	e056	n/a	V	30000.0	ElectricalSeriesLFP	3.0517578125e-13
ch57grp1	e057	n/a	V	30000.0	ElectricalSeriesLFP	3.0517578125e-13
ch58grp0	e058	n/a	V	30000.0	ElectricalSeriesLFP	3.0517578125e-13
ch59grp0	e059	n/a	V	30000.0	ElectricalSeriesLFP	3.0517578125e-13
ch60grp0	e060	n/a	V	30000.0	ElectricalSeriesLFP	3.0517578125e-13
ch61grp0	e061	n/a	V	30000.0	ElectricalSeriesLFP	3.0517578125e-13
ch62grp2	e062	n/a	V	30000.0	ElectricalSeriesLFP	3.0517578125e-13
ch63grp0	e063	n/a	V	30000.0	ElectricalSeriesLFP	3.0517578125e-13
