name	electrode_name	type	units	sampling_frequency	stream_id	gain
37	e036	n/a	V	1250.0	ElectricalSeriesLFP	1.9499999999999999e-07
38	e037	n/a	V	1250.0	ElectricalSeriesLFP	1.9499999999999999e-07
39	e038	n/a	V	1250.0	ElectricalSeriesLFP	1.9499999999999999e-07
40	e039	n/a	V	1250.0	ElectricalSeriesLFP	1.9499999999999999e-07
41	e040	n/a	V	1250.0	ElectricalSeriesLFP	1.9499999999999999e-07
42	e041	n/a	V	1250.0	ElectricalSeriesLFP	1.9499999999999999e-07
43	e042	n/a	V	1250.0	ElectricalSeriesLFP	1.9499999999999999e-07
44	e043	n/a	V	1250.0	ElectricalSeriesLFP	1.9499999999999999e-07
45	e044	n/a	V	1250.0	ElectricalSeriesLFP	1.9499999999999999e-07
46	e045	n/a	V	1250.0	ElectricalSeriesLFP	1.9499999999999999e-07
47	e046	n/a	V	1250.0	ElectricalSeriesLFP	1.9499999999999999e-07
48	e047	n/a	V	1250.0	ElectricalSeriesLFP	1.9499999999999999e-07
49	e048	n/a	V	1250.0	ElectricalSeriesLFP	1.9499999999999999e-07
50	e049	n/a	V	1250.0	ElectricalSeriesLFP	1.9499999999999999e-07
51	e050	n/a	V	1250.0	ElectricalSeriesLFP	1.9499999999999999e-07
52	e051	n/a	V	1250.0	ElectricalSeriesLFP	1.9499999999999999e-07
53	e052	n/a	V	1250.0	ElectricalSeriesLFP	1.9499999999999999e-07
54	e053	n/a	V	1250.0	ElectricalSeriesLFP	1.9499999999999999e-07
55	e054	n/a	V	1250.0	ElectricalSeriesLFP	1.9499999999999999e-07
56	e055	n/a	V	1250.0	ElectricalSeriesLFP	1.9499999999999999e-07
57	e056	n/a	V	1250.0	ElectricalSeriesLFP	1.9499999999999999e-07
58	e057	n/a	V	1250.0	ElectricalSeriesLFP	1.9499999999999999e-07
59	e058	n/a	V	1250.0	ElectricalSeriesLFP	1.9499999999999999e-07
60	e059	n/a	V	1250.0	ElectricalSeriesLFP	1.9499999999999999e-07
61	e060	n/a	V	1250.0	ElectricalSeriesLFP	1.9499999999999999e-07
62	e061	n/a	V	1250.0	ElectricalSeriesLFP	1.9499999999999999e-07
63	e062	n/a	V	1250.0	ElectricalSeriesLFP	1.9499999999999999e-07
64	e063	n/a	V	1250.0	ElectricalSeriesLFP	1.9499999999999999e-07
65	e064	n/a	V	1250.0	ElectricalSeriesLFP	1.9499999999999999e-07
66	e065	n/a	V	1250.0	ElectricalSeriesLFP	1.9499999999999999e-07
67	e066	n/a	V	1250.0	ElectricalSeriesLFP	1.9499999999999999e-07
68	e067	n/a	V	1250.0	ElectricalSeriesLFP	1.9499999999999999e-07
69	e068	n/a	V	1250.0	ElectricalSeriesLFP	1.9499999999999999e-07
70	e069	n/a	V	1250.0	ElectricalSeriesLFP	1.9499999999999999e-07
71	e070	n/a	V	1250.0	ElectricalSeriesLFP	1.9499999999999999e-07
72	e071	n/a	V	1250.0	ElectricalSeriesLFP	1.9499999999999999e-07
73	e072	n/a	V	1250.0	ElectricalSeriesLFP	1.9499999999999999e-07
74	e073	n/a	V	1250.0	ElectricalSeriesLFP	1.9499999999999999e-07
75	e074	n/a	V	1250.0	ElectricalSeriesLFP	1.9499999999999999e-07
76	e075	n/a	V	1250.0	ElectricalSeriesLFP	1.9499999999999999e-07
77	e076	n/a	V	1250.0	ElectricalSeriesLFP	1.9499999999999999e-07
78	e077	n/a	V	1250.0	ElectricalSeriesLFP	1.9499999999999999e-07
79	e078	n/a	V	1250.0	ElectricalSeriesLFP	1.9499999999999999e-07
80	e079	n/a	V	1250.0	ElectricalSeriesLFP	1.9499999999999999e-07
81	e080	n/a	V	1250.0	ElectricalSeriesLFP	1.9499999999999999e-07
82	e081	n/a	V	1250.0	ElectricalSeriesLFP	1.9499999999999999e-07
83	e082	n/a	V	1250.0	ElectricalSeriesLFP	1.9499999999999999e-07
84	e083	n/a	V	1250.0	ElectricalSeriesLFP	1.9499999999999999e-07
85	e084	n/a	V	1250.0	ElectricalSeriesLFP	1.9499999999999999e-07
86	e085	n/a	V	1250.0	ElectricalSeriesLFP	1.9499999999999999e-07
87	e086	n/a	V	1250.0	ElectricalSeriesLFP	1.9499999999999999e-07
88	e087	n/a	V	1250.0	ElectricalSeriesLFP	1.9499999999999999e-07
89	e088	n/a	V	1250.0	ElectricalSeriesLFP	1.9499999999999999e-07
90	e089	n/a	V	1250.0	ElectricalSeriesLFP	1.9499999999999999e-07
91	e090	n/a	V	1250.0	ElectricalSeriesLFP	1.9499999999999999e-07
92	e091	n/a	V	1250.0	ElectricalSeriesLFP	1.9499999999999999e-07
93	e092	n/a	V	1250.0	ElectricalSeriesLFP	1.9499999999999999e-07
94	e093	n/a	V	1250.0	ElectricalSeriesLFP	1.9499999999999999e-07
95	e094	n/a	V	1250.0	ElectricalSeriesLFP	1.9499999999999999e-07
96	e095	n/a	V	1250.0	ElectricalSeriesLFP	1.9499999999999999e-07
97	e096	n/a	V	1250.0	ElectricalSeriesLFP	1.9499999999999999e-07
98	e097	n/a	V	1250.0	ElectricalSeriesLFP	1.9499999999999999e-07
99	e098	n/a	V	1250.0	ElectricalSeriesLFP	1.9499999999999999e-07
100	e099	n/a	V	1250.0	ElectricalSeriesLFP	1.9499999999999999e-07
101	e100	n/a	V	1250.0	ElectricalSeriesLFP	1.9499999999999999e-07
102	e101	n/a	V	1250.0	ElectricalSeriesLFP	1.9499999999999999e-07
103	e102	n/a	V	1250.0	ElectricalSeriesLFP	1.9499999999999999e-07
104	e103	n/a	V	1250.0	ElectricalSeriesLFP	1.9499999999999999e-07
105	e104	n/a	V	1250.0	ElectricalSeriesLFP	1.9499999999999999e-07
106	e105	n/a	V	1250.0	ElectricalSeriesLFP	1.9499999999999999e-07
107	e106	n/a	V	1250.0	ElectricalSeriesLFP	1.9499999999999999e-07
108	e107	n/a	V	1250.0	ElectricalSeriesLFP	1.9499999999999999e-07
109	e108	n/a	V	1250.0	ElectricalSeriesLFP	1.9499999999999999e-07
110	e109	n/a	V	1250.0	ElectricalSeriesLFP	1.9499999999999999e-07
111	e110	n/a	V	1250.0	ElectricalSeriesLFP	1.9499999999999999e-07
112	e111	n/a	V	1250.0	ElectricalSeriesLFP	1.9499999999999999e-07
113	e112	n/a	V	1250.0	ElectricalSeriesLFP	1.9499999999999999e-07
114	e113	n/a	V	1250.0	ElectricalSeriesLFP	1.9499999999999999e-07
115	e114	n/a	V	1250.0	ElectricalSeriesLFP	1.9499999999999999e-07
116	e115	n/a	V	1250.0	ElectricalSeriesLFP	1.9499999999999999e-07
117	e116	n/a	V	1250.0	ElectricalSeriesLFP	1.9499999999999999e-07
118	e117	n/a	V	1250.0	ElectricalSeriesLFP	1.9499999999999999e-07
119	e118	n/a	V	1250.0	ElectricalSeriesLFP	1.9499999999999999e-07
120	e119	n/a	V	1250.0	ElectricalSeriesLFP	1.9499999999999999e-07
121	e120	n/a	V	1250.0	ElectricalSeriesLFP	1.9499999999999999e-07
122	e121	n/a	V	1250.0	ElectricalSeriesLFP	1.9499999999999999e-07
123	e122	n/a	V	1250.0	ElectricalSeriesLFP	1.9499999999999999e-07
124	e123	n/a	V	1250.0	ElectricalSeriesLFP	1.9499999999999999e-07
125	e124	n/a	V	1250.0	ElectricalSeriesLFP	1.9499999999999999e-07
126	e125	n/a	V	1250.0	ElectricalSeriesLFP	1.9499999999999999e-07
127	e126	n/a	V	1250.0	ElectricalSeriesLFP	1.9499999999999999e-07
128	e127	n/a	V	1250.0	ElectricalSeriesLFP	1.9499999999999999e-07
