onset	duration	nwb_table	visited_matched_expected	visited_arm	expected_arm	recordings	is_familiar_maze	ripple_durations	peaks	peak_normed_power	peak_frequencies	peak_amplitudes	label
0.0	11422.751966666667	epochs											
1.0	9171.0	SleepStates											Awake
150.3792	0.02800000000002001	Ripples						0.02800000000002001	150.3992	5.3576589300701505	168.42643998251458	629.5856279267779	
567.0968	0.04480000000000928	Ripples						0.04480000000000928	567.1096	5.522201919112701	167.6065992962619	669.2764205915607	
775.8808	0.03120000000001255	Ripples						0.03120000000001255	775.9000000000001	6.387733019873687	166.3430896977886	730.006765739167	
789.5600000000001	0.0543999999999869	Ripples						0.0543999999999869	789.5656	5.778105387761886	167.95400907779117	549.8697069941486	
878.7568	0.037599999999997635	Ripples						0.037599999999997635	878.768	11.576288152406075	169.38422723340278	889.4295884595014	
880.3040000000001	0.020800000000008367	Ripples						0.020800000000008367	880.3144000000001	5.021124488161746	164.1300436973228	599.6749407480594	
913.5032	0.020800000000008367	Ripples						0.020800000000008367	913.5168	5.286738682498876	169.85987714514027	566.3127140769672	
1017.46	0.06960000000003674	Ripples						0.06960000000003674	1017.5104	13.51596246427534	169.1552154344411	873.7869521106793	
1017.652	0.024800000000027467	Ripples						0.024800000000027467	1017.6640000000001	7.147882124035047	155.14085695634026	699.5105852458562	
1018.1264000000001	0.021599999999921238	Ripples						0.021599999999921238	1018.1408	7.744254462873381	164.39851918245301	669.0614627997495	
1019.5400000000001	0.02800000000002001	Ripples						0.02800000000002001	1019.5512	19.185383485946222	161.82679697663605	1066.773097580954	
1020.9864	0.025600000000054024	Ripples						0.025600000000054024	1020.9992000000001	8.937635387532355	155.08026430662116	748.5941261334464	
1169.44	0.021600000000034925	Ripples						0.021600000000034925	1169.4512	7.110532008149283	157.63897520767645	649.2624010928174	
1170.8784	0.03999999999996362	Ripples						0.03999999999996362	1170.904	11.471726932460948	162.43053909426413	898.6564263021953	
1192.3576	0.033599999999978536	Ripples						0.033599999999978536	1192.3752	6.871870623045179	158.17802237408435	749.6524919433778	
1196.2568	0.04399999999986903	Ripples						0.04399999999986903	1196.268	7.182630800781877	164.5246044508067	712.3204766371804	
1202.8832	0.04240000000004329	Ripples						0.04240000000004329	1202.9072	17.24272272985745	175.06360838819447	1036.964905517566	
1205.8464000000001	0.021600000000034925	Ripples						0.021600000000034925	1205.8536000000001	8.293125977899246	157.77650995730636	653.5016509388677	
1206.6336000000001	0.0567999999998392	Ripples						0.0567999999998392	1206.6704	19.93105030107852	155.7896763844167	1118.4735406097386	
1207.2344	0.028800000000046566	Ripples						0.028800000000046566	1207.2488	21.41816612689965	160.47965684016623	1100.5557222156058	
1207.8448	0.04559999999992215	Ripples						0.04559999999992215	1207.8752	23.24039846680612	168.70574588885185	1301.3161872241262	
1236.1512	0.07359999999994216	Ripples						0.07359999999994216	1236.1832000000002	9.239776084679669	158.5050111955231	830.7745202252415	
1237.0032	0.04719999999997526	Ripples						0.04719999999997526	1237.02	8.048913372444767	172.4371195815304	706.3478291315304	
1240.1968000000002	0.030399999999872307	Ripples						0.030399999999872307	1240.2112	12.624668090971891	159.6663289828442	918.8200908791778	
1262.0144	0.07760000000007494	Ripples						0.07760000000007494	1262.0368	25.722865859619148	156.6012215162047	1284.9431943356246	
1264.2176	0.028800000000046566	Ripples						0.028800000000046566	1264.2336	13.955454205484543	163.63520775694138	997.0376171978444	
1264.3672000000001	0.04079999999999018	Ripples						0.04079999999999018	1264.38	5.442511107896863	158.17131905656038	683.354500332558	
1268.688	0.04559999999992215	Ripples						0.04559999999992215	1268.7136	16.266640483609635	156.6218670710524	1051.8376742153687	
1268.7728	0.044000000000096406	Ripples						0.044000000000096406	1268.7904	21.414904661800055	161.23404761173063	1252.4575445508588	
1276.3296	0.04079999999999018	Ripples						0.04079999999999018	1276.356	17.38239516528053	154.79052922368996	1042.892946711807	
1277.8824	0.041600000000016735	Ripples						0.041600000000016735	1277.9112	10.227331564187933	161.75103108517268	809.2431000788891	
1284.016	0.02320000000008804	Ripples						0.02320000000008804	1284.0296	5.412577934984046	165.0305355575941	651.2120484886324	
1284.116	0.0624000000000251	Ripples						0.0624000000000251	1284.1584	23.20153046584081	162.70254770939223	1201.5540347804956	
1290.944	0.05120000000010805	Ripples						0.05120000000010805	1290.9816	13.988464714636414	156.8650829203486	955.8110420287627	
1292.3192000000001	0.04479999999989559	Ripples						0.04479999999989559	1292.3576	5.135940272874398	159.15375727598501	568.6624470779966	
1292.8744000000002	0.033599999999978536	Ripples						0.033599999999978536	1292.8952000000002	8.834380567779599	160.37396828244056	782.7953211749178	
1293.6528	0.031199999999898864	Ripples						0.031199999999898864	1293.664	9.983397073046026	160.76405823545667	771.7914932439896	
1302.2192	0.02320000000008804	Ripples						0.02320000000008804	1302.2328	7.586282454221077	165.0825709815551	688.9559950835354	
1304.8072	0.032000000000152795	Ripples						0.032000000000152795	1304.832	5.320232484446694	155.05918038970313	534.2537518207258	
