onset	duration	nwb_table	ripple_durations	peaks	peak_normed_power	peak_frequencies	peak_amplitudes	label
0.0	3765.2799666666665	epochs						
1.0	958.0	SleepStates						Awake
421.2248	0.08480000000002974	Ripples	0.08480000000002974	421.288	27.232904390450845	172.2199073574282	1538.899971761366	
421.3328	0.02719999999999345	Ripples	0.02719999999999345	421.34720000000004	14.421638022616357	167.38495938342038	1169.0651132921844	
434.6856	0.05279999999999063	Ripples	0.05279999999999063	434.728	5.443999333200133	160.34484504572097	727.891099808402	
460.1184	0.061599999999998545	Ripples	0.061599999999998545	460.136	6.768479186634238	163.36235144201677	785.8899417279084	
483.41200000000003	0.036000000000001364	Ripples	0.036000000000001364	483.4272	14.064166689229006	154.6895638368943	944.7090126850261	
671.3448000000001	0.08799999999996544	Ripples	0.08799999999996544	671.3624	15.019390607547493	152.27479907668382	1045.3011797845656	
676.1232	0.06320000000005166	Ripples	0.06320000000005166	676.1728	17.04251105488047	161.11340625037874	1283.5388085313346	
676.3528	0.030399999999985994	Ripples	0.030399999999985994	676.3672	36.55999727082459	160.21088048227355	1716.57438263523	
676.4392	0.03279999999995198	Ripples	0.03279999999995198	676.456	8.39569593798817	171.42060274522538	872.150794415779	
689.2936000000001	0.14479999999991833	Ripples	0.14479999999991833	689.3888000000001	21.188400211243128	158.6092527689648	1464.457787134338	
693.7136	0.041600000000016735	Ripples	0.041600000000016735	693.7272	11.57604075302723	158.25670172484388	900.3274624925918	
696.556	0.07359999999994216	Ripples	0.07359999999994216	696.5872	22.602337486530832	162.24374774961964	1374.670192110215	
700.6072	0.03120000000001255	Ripples	0.03120000000001255	700.624	14.25990114651285	156.6522755659904	1045.8597291040842	
700.74	0.06000000000005912	Ripples	0.06000000000005912	700.7752	29.514039735118477	154.7750307561971	1718.2524438504527	
700.8776	0.09760000000005675	Ripples	0.09760000000005675	700.8952	11.913405818105497	158.7516702219148	819.8469019049661	
702.4256	0.04719999999997526	Ripples	0.04719999999997526	702.4544000000001	5.288226960319929	154.8628461137348	610.0494253571144	
703.8744	0.04480000000000928	Ripples	0.04480000000000928	703.8992000000001	24.29918492700657	163.48499670134	1544.3768657519931	
703.9408000000001	0.03679999999997108	Ripples	0.03679999999997108	703.9608000000001	11.929251234978093	153.93642694733558	1026.2915077499501	
709.092	0.05520000000001346	Ripples	0.05520000000001346	709.1216000000001	21.53086694797988	169.6987642514226	1368.2493012185437	
709.3096	0.050399999999967804	Ripples	0.050399999999967804	709.332	32.45884767960356	160.96059644695242	1862.3873427972055	
711.772	0.021600000000034925	Ripples	0.021600000000034925	711.7832000000001	5.276718592674714	157.6186173588011	608.4606512190803	
714.7128	0.02800000000002001	Ripples	0.02800000000002001	714.7264	17.984016855636046	164.17141369019356	1231.127380726715	
717.5504000000001	0.023199999999974352	Ripples	0.023199999999974352	717.5608000000001	11.381549907812584	164.81256895702805	960.9551304680458	
717.9024000000001	0.026399999999966894	Ripples	0.026399999999966894	717.9104	9.571117973905999	158.5071587387054	796.5785916853436	
720.9000000000001	0.05279999999993379	Ripples	0.05279999999993379	720.936	20.053114429127405	156.40737310612528	1309.6050010524366	
720.9832	0.04399999999998272	Ripples	0.04399999999998272	721.0112	11.577883966615971	151.57095329684	823.6230817232465	
721.1344	0.0807999999999538	Ripples	0.0807999999999538	721.1664000000001	32.61234340357319	167.96786420981323	1772.9591778550823	
721.2864000000001	0.038399999999910506	Ripples	0.038399999999910506	721.2976	6.111268779854822	166.53925997653099	731.313070225989	
726.3312000000001	0.03679999999997108	Ripples	0.03679999999997108	726.3464	7.771828894399362	146.66287696069315	663.0476535061061	
726.4408000000001	0.03599999999994452	Ripples	0.03599999999994452	726.4576000000001	25.75123812973746	168.82639191663517	1520.184917421866	
730.6624	0.09919999999999618	Ripples	0.09919999999999618	730.6832	15.586063582517221	157.27540013327396	1246.9683565541502	
733.0184	0.020800000000008367	Ripples	0.020800000000008367	733.0328000000001	8.422252640437055	162.52486485864827	710.101196274189	
733.0664	0.057599999999979445	Ripples	0.057599999999979445	733.1128	16.0269692167691	149.96958392184348	1038.0303188069522	
735.8624	0.049600000000054933	Ripples	0.049600000000054933	735.8952	19.346698535455577	159.18710685947684	1267.354162528774	
736.6776	0.05920000000003256	Ripples	0.05920000000003256	736.7256	11.345064418756152	152.35249625367143	918.8896953673294	
737.0456	0.02719999999999345	Ripples	0.02719999999999345	737.0656	5.3110206083079925	153.88411055671364	583.2029649230271	
743.7832000000001	0.058400000000006	Ripples	0.058400000000006	743.8208000000001	18.050270793838237	153.82196623816017	1265.8609451627215	
744.4752000000001	0.037599999999997635	Ripples	0.037599999999997635	744.496	13.974931902181837	157.86598779271878	1215.1730697498883	
747.3464	0.05520000000001346	Ripples	0.05520000000001346	747.3576	15.514012824515063	154.34213114463682	900.804142119055	
747.5896	0.05360000000007403	Ripples	0.05360000000007403	747.6064	11.856197162849993	160.47938086450517	1146.731597966449	
796.4888000000001	0.03919999999993706	Ripples	0.03919999999993706	796.5144	9.509001945364647	162.2267203338869	772.7144127121753	
817.8760000000001	0.021599999999921238	Ripples	0.021599999999921238	817.8904	8.650926383477685	158.95698474187157	751.4286523867937	
819.4712000000001	0.09359999999992397	Ripples	0.09359999999992397	819.4824	17.022854866536818	161.84839038138122	1137.1064334511318	
821.6424000000001	0.02879999999993288	Ripples	0.02879999999993288	821.6568000000001	7.0636265359980115	151.11479685233218	722.7969843127282	
825.2568	0.03520000000003165	Ripples	0.03520000000003165	825.2768000000001	15.621083408598007	167.49127050160567	1148.6547547568453	
825.32	0.02719999999999345	Ripples	0.02719999999999345	825.3304	9.26598425113419	158.6159530763364	864.3745806630378	
830.5608000000001	0.0767999999999347	Ripples	0.0767999999999347	830.624	16.840801945440614	167.59564430621572	1140.1820371962617	
835.9056	0.03200000000003911	Ripples	0.03200000000003911	835.9168000000001	10.418445020043558	158.6712723579123	961.9148975166623	
837.4168000000001	0.03599999999994452	Ripples	0.03599999999994452	837.4392	16.519190711238004	161.6514262210282	1197.5838083138995	
839.0336000000001	0.023199999999974352	Ripples	0.023199999999974352	839.0432000000001	11.149424816105363	166.88946698752414	901.7346354500353	
839.5704000000001	0.02719999999999345	Ripples	0.02719999999999345	839.5832	14.441418953243376	166.77321445210202	1063.1752994933113	
845.5496	0.06079999999997199	Ripples	0.06079999999997199	845.5816000000001	19.80046313853336	164.41994078560728	1418.659528393456	
892.5776000000001	0.04559999999992215	Ripples	0.04559999999992215	892.5872	8.630096738125646	167.9965148532726	766.2385349320233	
949.6984	0.02400000000000091	Ripples	0.02400000000000091	949.7128	8.723395462506556	163.2205533419323	869.8090813837526	
953.7616	0.11519999999995889	Ripples	0.11519999999995889	953.8392	22.726415785441006	161.13457097326733	1287.7608188444956	
954.1736000000001	0.023199999999974352	Ripples	0.023199999999974352	954.1816	5.259347861568721	152.25162309643704	526.9385807708692	
954.4608000000001	0.04319999999995616	Ripples	0.04319999999995616	954.4792	20.871914067330064	148.30836989957464	1111.6092483419873	
954.988	0.04480000000000928	Ripples	0.04480000000000928	955.0160000000001	18.687214906759216	156.7331071714548	1290.0216231453142	
955.0528	0.07280000000002929	Ripples	0.07280000000002929	955.1080000000001	5.64054023417123	173.66498483691302	659.3141291456838	
955.74	0.041600000000016735	Ripples	0.041600000000016735	955.7648	14.499827729724705	158.57019284467097	1085.5584014002056	
955.8712	0.03279999999995198	Ripples	0.03279999999995198	955.8928000000001	8.205010041582707	150.1741127591259	757.0516116946304	
